pair_idx,class_a,class_b,t,store,cos_top1,mah_top1,overlap_10,overlap_25,flip_top1,rank_corr,sim_delta_mean,sim_delta_max
0,12,70,0.09999999403953552,S3,12,12,10,25,0,1.0,2.5472045308561064e-06,6.020069122314453e-06
0,12,70,0.10999999940395355,S1,12,12,10,25,0,1.0,1.5029311271064216e-06,3.6954879760742188e-06
0,12,70,0.10999999940395355,S3,12,12,10,25,0,1.0,2.57492069977161e-06,6.020069122314453e-06
0,12,70,0.11999999731779099,S1,12,12,10,25,0,1.0,1.486539758843719e-06,3.6954879760742188e-06
0,12,70,0.11999999731779099,S3,12,12,10,25,0,1.0,2.5433300834265538e-06,5.9604644775390625e-06
0,12,70,0.12999999523162842,S1,12,12,10,25,0,1.0,1.4698505310661858e-06,3.7550926208496094e-06
0,12,70,0.12999999523162842,S3,12,12,10,25,0,1.0,2.5275348889408633e-06,6.079673767089844e-06
0,12,70,0.14000000059604645,S1,12,12,10,25,0,1.0,1.5091895875229966e-06,3.814697265625e-06
0,12,70,0.14000000059604645,S3,12,12,10,25,0,1.0,2.540945843065856e-06,6.079673767089844e-06
0,12,70,0.14999999105930328,S1,12,12,10,25,0,1.0,1.5154480479395716e-06,3.874301910400391e-06
0,12,70,0.14999999105930328,S3,12,12,10,25,0,1.0,2.54839642366278e-06,6.020069122314453e-06
0,12,70,0.1599999964237213,S1,12,12,10,25,0,1.0,1.5923380942695076e-06,3.993511199951172e-06
0,12,70,0.1599999964237213,S3,12,12,10,25,0,1.0,2.5817751065915218e-06,6.258487701416016e-06
0,12,70,0.17000000178813934,S1,12,12,10,25,0,1.0,1.665651780058397e-06,4.172325134277344e-06
0,12,70,0.17000000178813934,S3,12,12,10,25,0,1.0,2.618133976284298e-06,6.258487701416016e-06
0,12,70,0.17999999225139618,S1,12,12,10,25,0,1.0,1.7133354504039744e-06,4.231929779052734e-06
0,12,70,0.17999999225139618,S3,12,12,10,25,0,1.0,2.5865435873129172e-06,6.258487701416016e-06
0,12,70,0.1899999976158142,S1,12,12,10,25,0,1.0,1.8483400481272838e-06,4.351139068603516e-06
0,12,70,0.1899999976158142,S3,12,12,10,25,0,1.0,2.58743762060476e-06,6.318092346191406e-06
0,12,70,0.19999998807907104,S1,12,12,10,25,0,1.0,1.9997357867396204e-06,4.470348358154297e-06
0,12,70,0.19999998807907104,S3,12,12,10,25,0,1.0,2.625882643769728e-06,6.377696990966797e-06
0,12,70,0.20999999344348907,S1,12,12,10,25,0,1.0,2.1496414319699397e-06,4.708766937255859e-06
0,12,70,0.20999999344348907,S3,12,12,10,25,0,1.0,2.7027724627259886e-06,6.4373016357421875e-06
0,12,70,0.2199999988079071,S1,12,12,10,25,0,1.0,2.366304443057743e-06,4.708766937255859e-06
0,12,70,0.2199999988079071,S3,12,12,10,25,0,0.9999880194664001,2.7194619178771973e-06,6.556510925292969e-06
0,12,70,0.22999998927116394,S1,12,12,10,25,0,1.0,2.537071623009979e-06,4.827976226806641e-06
0,12,70,0.22999998927116394,S3,12,12,10,25,0,1.0,2.886652964662062e-06,6.616115570068359e-06
0,12,70,0.23999999463558197,S1,12,12,10,25,0,1.0,2.708434976739227e-06,5.066394805908203e-06
