arm,epoch,event_class,record_tag,record_seq,outcome,pre_sim,payload_cos_incumbent,effective_vigilance,incumbent_slot,incumbent_hit_counts,incumbent_last_write_seq,incumbent_n_records,owner_slot,injected_label
clean,1,duplicate-rewrite,clean,252,absorbed,1.0,1.0,0.682923,124,1,124,1,124,-1
clean,1,duplicate-rewrite,clean,253,absorbed,1.0,1.0,0.662532,125,1,125,1,125,-1
clean,1,duplicate-rewrite,clean,254,absorbed,1.0,1.0,0.664914,126,1,126,1,126,-1
clean,1,duplicate-rewrite,clean,255,absorbed,1.0,1.0,0.660434,127,1,127,1,127,-1
clean,2,duplicate-rewrite,clean,256,absorbed,1.0,1.0,0.703577,0,2,128,2,0,-1
clean,2,duplicate-rewrite,clean,257,absorbed,1.0,1.0,0.712211,1,2,129,2,1,-1
clean,2,duplicate-rewrite,clean,258,absorbed,1.0,1.0,0.730608,2,2,130,2,2,-1
clean,2,duplicate-rewrite,clean,259,absorbed,1.0,1.0,0.737297,3,2,131,2,3,-1
clean,2,duplicate-rewrite,clean,260,absorbed,1.0,1.0,0.715959,4,2,132,2,4,-1
clean,2,duplicate-rewrite,clean,261,absorbed,1.0,1.0,0.71361,5,2,133,2,5,-1
clean,2,duplicate-rewrite,clean,262,absorbed,1.0,1.0,0.740463,6,2,134,2,6,-1
clean,2,duplicate-rewrite,clean,263,absorbed,1.0,1.0,0.708759,7,2,135,2,7,-1
clean,2,duplicate-rewrite,clean,264,absorbed,1.0,1.0,0.715507,8,2,136,2,8,-1
clean,2,duplicate-rewrite,clean,265,absorbed,1.0,1.0,0.716508,9,2,137,2,9,-1
clean,2,duplicate-rewrite,clean,266,absorbed,1.0,1.0,0.677123,10,2,138,2,10,-1
clean,2,duplicate-rewrite,clean,267,absorbed,1.0,1.0,0.705925,11,2,139,2,11,-1
clean,2,duplicate-rewrite,clean,268,absorbed,1.0,1.0,0.813328,12,2,140,2,12,-1
clean,2,duplicate-rewrite,clean,269,absorbed,1.0,1.0,0.734841,13,2,141,2,13,-1
clean,2,duplicate-rewrite,clean,270,absorbed,1.0,1.0,0.684845,14,2,142,2,14,-1
clean,2,duplicate-rewrite,clean,271,absorbed,1.0,1.0,0.732029,15,2,143,2,15,-1
clean,2,duplicate-rewrite,clean,272,absorbed,1.0,1.0,0.732608,16,2,144,2,16,-1
clean,2,duplicate-rewrite,clean,273,absorbed,1.0,1.0,0.76306,17,2,145,2,17,-1
clean,2,duplicate-rewrite,clean,274,absorbed,1.0,1.0,0.716716,18,2,146,2,18,-1
clean,2,duplicate-rewrite,clean,275,absorbed,1.0,1.0,0.748066,19,2,147,2,19,-1
clean,2,duplicate-rewrite,clean,276,absorbed,1.0,1.0,0.716382,20,2,148,2,20,-1
clean,2,duplicate-rewrite,clean,277,absorbed,1.0,1.0,0.722103,21,2,149,2,21,-1
clean,2,duplicate-rewrite,clean,278,absorbed,1.0,1.0,0.695673,22,2,150,2,22,-1
clean,2,duplicate-rewrite,clean,279,absorbed,1.0,1.0,0.710688,23,2,151,2,23,-1
clean,2,duplicate-rewrite,clean,280,absorbed,1.0,1.0,0.76855,24,2,152,2,24,-1
clean,2,duplicate-rewrite,clean,281,absorbed,1.0,1.0,0.704535,25,2,153,2,25,-1
